id,autor,institucion,anio_pub,revista,vol,num,doi,tema,entidad,anio_dato,valor,unidad,cita,fragmento
53,Carmina Jasso López,Centro de Investigación y Docencia Económicas (CIDE),2013,Revista Mexicana de Opinión Pública,,15,,Percepción de inseguridad general,Nacional,2012,66.1,porcentaje de población que se siente insegura en su entidad,"Jasso López, C. (2013). Percepción de inseguridad en México. Revista Mexicana de Opinión Pública, (15), 13. UNAM.","En México, más de la mitad (66.1%) de las personas se sienten inseguras en la entidad en la que habitan, según los resultados de la ENVIPE 2012 analizados por Jasso López."
54,Carmina Jasso López,Centro de Investigación y Docencia Económicas (CIDE),2013,Revista Mexicana de Opinión Pública,,15,,Percepción de inseguridad estatal,Nuevo León,2012,80,porcentaje aproximado que se siente inseguro en su entidad,"Jasso López, C. (2013). Percepción de inseguridad en México. Revista Mexicana de Opinión Pública, (15), 13. UNAM.","En Nuevo León, Estado de México, Tamaulipas, Chihuahua, Durango, Morelos y Zacatecas, ocho de cada 10 personas se sienten inseguras en su entidad, las tasas más altas del país según la ENVIPE 2012."
55,Carmina Jasso López,Centro de Investigación y Docencia Económicas (CIDE),2013,Revista Mexicana de Opinión Pública,,15,,Percepción de inseguridad estatal,Yucatán,2012,19.2,porcentaje que se siente inseguro en su entidad,"Jasso López, C. (2013). Percepción de inseguridad en México. Revista Mexicana de Opinión Pública, (15), 13. UNAM.","Querétaro, Baja California Sur y Yucatán son las entidades con menor percepción de inseguridad, con apenas 19.2% en el caso de Yucatán, según el análisis de Jasso López de la ENVIPE 2012."
56,Carmina Jasso López,Centro de Investigación y Docencia Económicas (CIDE),2013,Revista Mexicana de Opinión Pública,,15,,Lugares de mayor inseguridad percibida,Nacional,2012,,ranking de lugares percibidos como inseguros,"Jasso López, C. (2013). Percepción de inseguridad en México. Revista Mexicana de Opinión Pública, (15), 13. UNAM.","El lugar donde las personas se sienten más inseguras es el cajero automático en la vía pública, seguido del banco y el transporte público. Los lugares más seguros son la escuela, el trabajo y la casa."
57,Carmina Jasso López,Centro de Investigación y Docencia Económicas (CIDE),2013,Revista Mexicana de Opinión Pública,,15,,Cambios en hábitos por inseguridad,Nacional,2012,6.1,porcentaje que dejó de ir a la escuela por inseguridad,"Jasso López, C. (2013). Percepción de inseguridad en México. Revista Mexicana de Opinión Pública, (15), 13. UNAM.",El 6.1% de las personas han dejado de ir a la escuela por temor a ser víctimas del delito. Jasso López señala que la percepción de inseguridad puede generar otros problemas como la deserción escolar.
58,Carmina Jasso López,Centro de Investigación y Docencia Económicas (CIDE),2013,Revista Mexicana de Opinión Pública,,15,,Tendencia futura de seguridad,Nacional,2012,25.1,porcentaje que considera que la seguridad empeorará,"Jasso López, C. (2013). Percepción de inseguridad en México. Revista Mexicana de Opinión Pública, (15), 13. UNAM.","A nivel nacional, el 44.9% de los ciudadanos considera que la seguridad seguirá igual, el 25.1% que empeorará y solo el 25.9% considera que mejorará, según la ENVIPE 2012 analizada por Jasso López."
59,Carmina Jasso López,Centro de Investigación y Docencia Económicas (CIDE),2013,Revista Mexicana de Opinión Pública,,15,,Percepción de inseguridad en espacio público,Nacional,2012,50.2,porcentaje que se siente inseguro en parques y centros recreativos,"Jasso López, C. (2013). Percepción de inseguridad en México. Revista Mexicana de Opinión Pública, (15), 13. UNAM.",El 50.2% de las personas declaró sentirse insegura en parques o centros recreativos. Jasso López encuentra que la política pública de intervención de espacios públicos tuvo correlación prácticamente nula con la reducción de la percepción de inseguridad (r²=0.0079).
60,Carmina Jasso López,Centro de Investigación y Docencia Económicas (CIDE),2013,Revista Mexicana de Opinión Pública,,15,,Percepción de inseguridad en espacio público,Nuevo León,2012,71.7,porcentaje que se siente inseguro en parques y centros recreativos,"Jasso López, C. (2013). Percepción de inseguridad en México. Revista Mexicana de Opinión Pública, (15), 13. UNAM.","Nuevo León registró el porcentaje más alto de inseguridad en espacios públicos con 71.7%, seguido de Tabasco con 67.1%, mientras que Yucatán tuvo el más bajo con 18.2%."
61,Carmina Jasso López,Centro de Investigación y Docencia Económicas (CIDE),2013,Revista Mexicana de Opinión Pública,,15,,Preocupaciones ciudadanas por estado,Nacional,2012,71.8,porcentaje de estados donde la inseguridad es la principal preocupación,"Jasso López, C. (2013). Percepción de inseguridad en México. Revista Mexicana de Opinión Pública, (15), 13. UNAM.","El 71.8% de los estados (23 de 32) coinciden en que la inseguridad es el tema que más les preocupa a nivel local. En Chiapas y Oaxaca la principal preocupación es la pobreza, y en Michoacán e Hidalgo el desempleo."
62,Carmina Jasso López,Centro de Investigación y Docencia Económicas (CIDE),2013,Revista Mexicana de Opinión Pública,,15,,Conocimiento de política pública de seguridad,Nacional,2012,44.9,porcentaje que conoce acciones de seguridad en su localidad (patrullajes),"Jasso López, C. (2013). Percepción de inseguridad en México. Revista Mexicana de Opinión Pública, (15), 13. UNAM.","El 44.9% de las personas reportó conocer patrullajes y vigilancia ciudadana en su localidad, y el 43.8% identificó construcción o mantenimiento de parques. Jasso López concluye que este conocimiento no reduce la percepción de inseguridad."
63,Adolfo Christian Castro Solís y Maximiliano Blas Márquez,"Facultad de Ciencias Políticas y Sociales, UNAM",2025,Encrucijada. Revista Electrónica del Centro de Estudios en Administración Pública,,49,10.22201/fcpys.20071949e.2025.49.89101,Percepción de inseguridad urbana,Nacional,2018,74,porcentaje de población que considera zonas urbanas inseguras,"Castro Solís, A. C. y Blas Márquez, M. (2025). Evolución institucional de la seguridad pública en México. Encrucijada. Revista Electrónica del Centro de Estudios en Administración Pública, (49). https://doi.org/10.22201/fcpys.20071949e.2025.49.89101","De acuerdo con la Encuesta Nacional de Seguridad Pública de septiembre de 2018, el 74% de la población considera que vivir en zonas urbanas es inseguro, destacando Ecatepec, Reynosa y Fresnillo como las ciudades percibidas como más peligrosas."
64,Adolfo Christian Castro Solís y Maximiliano Blas Márquez,"Facultad de Ciencias Políticas y Sociales, UNAM",2025,Encrucijada. Revista Electrónica del Centro de Estudios en Administración Pública,,49,10.22201/fcpys.20071949e.2025.49.89101,Prevalencia delictiva histórica,Nacional,2017,35.6,porcentaje de víctimas del delito,"Castro Solís, A. C. y Blas Márquez, M. (2025). Evolución institucional de la seguridad pública en México. Encrucijada. Revista Electrónica del Centro de Estudios en Administración Pública, (49). https://doi.org/10.22201/fcpys.20071949e.2025.49.89101","La ENVIPE 2018 señala que la prevalencia delictiva de 2012 a 2017 tuvo un alza de aproximadamente 1.3%, llegando en 2017 al 35.6% de víctimas del delito, según Castro Solís y Blas Márquez."
65,Adolfo Christian Castro Solís y Maximiliano Blas Márquez,"Facultad de Ciencias Políticas y Sociales, UNAM",2025,Encrucijada. Revista Electrónica del Centro de Estudios en Administración Pública,,49,10.22201/fcpys.20071949e.2025.49.89101,Evolución institucional de seguridad pública,Nacional,2018,,análisis cualitativo,"Castro Solís, A. C. y Blas Márquez, M. (2025). Evolución institucional de la seguridad pública en México. Encrucijada. Revista Electrónica del Centro de Estudios en Administración Pública, (49). https://doi.org/10.22201/fcpys.20071949e.2025.49.89101","Durante el periodo 1994 a 2018, la percepción de inseguridad y los esfuerzos institucionales para garantizar paz en el país no lograron mejorar la seguridad pública en México, según el análisis de Castro Solís y Blas Márquez sobre la evolución institucional."
66,Secretaría de Seguridad y Protección Ciudadana (SSPC),Gobierno Federal de México,2024,Estrategia Nacional de Seguridad Pública 2024-2030,,DOF 13/05/2025,,Homicidio doloso promedio diario,Nacional,2018,100.5,víctimas de homicidio doloso por día (promedio),"Secretaría de Seguridad y Protección Ciudadana. (2025). Estrategia Nacional de Seguridad Pública 2024-2030. Diario Oficial de la Federación, 13 de mayo de 2025.","El promedio diario de víctimas de homicidio doloso en 2018 fue de 100.5, según datos del INEGI citados en la Estrategia Nacional de Seguridad Pública 2024-2030."
67,Secretaría de Seguridad y Protección Ciudadana (SSPC),Gobierno Federal de México,2024,Estrategia Nacional de Seguridad Pública 2024-2030,,DOF 13/05/2025,,Homicidio doloso promedio diario,Nacional,2025,76.5,víctimas de homicidio doloso por día (promedio enero 2025),"Secretaría de Seguridad y Protección Ciudadana. (2025). Estrategia Nacional de Seguridad Pública 2024-2030. Diario Oficial de la Federación, 13 de mayo de 2025.","El promedio diario de homicidios dolosos tuvo una reducción de 23.8% entre 2018 y enero de 2025, pasando de 100.5 a 76.5 víctimas diarias, según la Estrategia Nacional de Seguridad Pública 2024-2030."
68,Secretaría de Seguridad y Protección Ciudadana (SSPC),Gobierno Federal de México,2024,Estrategia Nacional de Seguridad Pública 2024-2030,,DOF 13/05/2025,,Reducción de homicidios,Nacional,2025,23.8,porcentaje de reducción de homicidios 2018-enero 2025,"Secretaría de Seguridad y Protección Ciudadana. (2025). Estrategia Nacional de Seguridad Pública 2024-2030. Diario Oficial de la Federación, 13 de mayo de 2025.","La Estrategia Nacional de Seguridad Pública 2024-2030 reporta una reducción del 23.8% en el promedio diario de homicidios dolosos entre 2018 y enero de 2025, como resultado de la Estrategia Especial de Atención a 50 municipios prioritarios."
69,México Evalúa,"México Evalúa, Centro de Análisis de Políticas Públicas",2026,Violencia y Pacificación. Análisis anual,,Dic 2025,,Feminicidio,Nacional,2015,428,víctimas de feminicidio,México Evalúa. (2026). De la Violencia a la Pacificación. Análisis de datos delictivos diciembre 2025. México Evalúa.,En 2015 se registraron 428 víctimas de feminicidio a nivel nacional. México Evalúa documenta una tendencia ascendente hasta alcanzar su pico en 2021.
70,México Evalúa,"México Evalúa, Centro de Análisis de Políticas Públicas",2026,Violencia y Pacificación. Análisis anual,,Dic 2025,,Feminicidio,Nacional,2018,924,víctimas de feminicidio,México Evalúa. (2026). De la Violencia a la Pacificación. Análisis de datos delictivos diciembre 2025. México Evalúa.,"En 2018 se registraron 924 víctimas de feminicidio, representando un aumento del 115.9% respecto a 2015. México Evalúa señala que la tendencia al alza se mantuvo sostenida hasta 2021."
71,México Evalúa,"México Evalúa, Centro de Análisis de Políticas Públicas",2026,Violencia y Pacificación. Análisis anual,,Dic 2025,,Feminicidio,Nacional,2021,1021,víctimas de feminicidio,México Evalúa. (2026). De la Violencia a la Pacificación. Análisis de datos delictivos diciembre 2025. México Evalúa.,"En 2021 se registraron 1,021 víctimas de feminicidio, el número más alto del periodo analizado por México Evalúa, representando un incremento de 68.5% respecto a 2018."
72,México Evalúa,"México Evalúa, Centro de Análisis de Políticas Públicas",2026,Violencia y Pacificación. Análisis anual,,Dic 2025,,Feminicidio,Nacional,2025,721,víctimas de feminicidio,México Evalúa. (2026). De la Violencia a la Pacificación. Análisis de datos delictivos diciembre 2025. México Evalúa.,"En 2025 se registraron 721 víctimas de feminicidio, una reducción de 15.5% respecto a 2024 y de 22% respecto al pico de 2018. México Evalúa advierte que esta mejora no se replica de manera consistente en el resto de la violencia letal."
73,México Evalúa,"México Evalúa, Centro de Análisis de Políticas Públicas",2026,Violencia y Pacificación. Análisis anual,,Dic 2025,,Violencia letal total,Nacional,2018,66904,suma de todos los proxies de violencia letal,México Evalúa. (2026). De la Violencia a la Pacificación. Análisis de datos delictivos diciembre 2025. México Evalúa.,"En 2018 la suma de todos los proxies de violencia letal (homicidio doloso, culposo, feminicidio, desapariciones y otros) alcanzó 66,904 casos, el nivel más alto del periodo analizado por México Evalúa."
74,México Evalúa,"México Evalúa, Centro de Análisis de Políticas Públicas",2026,Violencia y Pacificación. Análisis anual,,Dic 2025,,Homicidio doloso,Nacional,2025,,análisis cualitativo,México Evalúa. (2026). De la Violencia a la Pacificación. Análisis de datos delictivos diciembre 2025. México Evalúa.,México Evalúa concluye que la reducción reciente no es generalizada ni estructural. La tasa actual en muchos estados es alta porque los incrementos acumulados de la última década no han sido revertidos y emergen repuntes de corto plazo en otros territorios.
75,México Evalúa,"México Evalúa, Centro de Análisis de Políticas Públicas",2026,Violencia y Pacificación. Análisis anual,,Dic 2025,,Homicidio doloso,Nacional,2024,82.1,promedio diario de homicidios,México Evalúa. (2026). De la Violencia a la Pacificación. Análisis de datos delictivos diciembre 2025. México Evalúa.,"El año 2024 cerró con un promedio de 82.1 homicidios perpetrados al día. México Evalúa señala que las tendencias a la baja son un hecho, pero son marginales e insuficientes."
76,México Evalúa,"México Evalúa, Centro de Análisis de Políticas Públicas",2026,Violencia y Pacificación. Análisis anual,,Dic 2025,,Desaparición forzada,Nacional,2015,17104,personas desaparecidas y no localizadas,México Evalúa. (2026). De la Violencia a la Pacificación. Análisis de datos delictivos diciembre 2025. México Evalúa.,"En 2015 se registraron 17,104 personas desaparecidas y no localizadas. México Evalúa documenta un crecimiento sostenido hasta 2025, mostrando que las desapariciones no han sido revertidas."
77,México Evalúa,"México Evalúa, Centro de Análisis de Políticas Públicas",2026,Violencia y Pacificación. Análisis anual,,Dic 2025,,Desaparición forzada,Nacional,2018,33738,personas desaparecidas y no localizadas,México Evalúa. (2026). De la Violencia a la Pacificación. Análisis de datos delictivos diciembre 2025. México Evalúa.,"En 2018 se registraron 33,738 personas desaparecidas y no localizadas, duplicando casi la cifra de 2015. México Evalúa señala un incremento de 248.5% en el periodo 2015-2025."
78,Armando Vargas,"Nexos / Seguridad, Justicia y Paz",2026,Nexos - Seguridad,,febrero 2026,,Homicidios dolosos medición oficial,Nacional,2024,86.9,"víctimas diarias de homicidio doloso (septiembre 2024, promedio)","Vargas, A. (2026, 25 de febrero). Homicidios dolosos: mediciones actuales, implicaciones y nuevos debates. Nexos Seguridad.","La medición difundida en febrero de 2026 reportó una caída de 42% en homicidios dolosos, comparando el promedio diario de septiembre de 2024 (86.9 víctimas) con enero de 2026 (50.9 víctimas). Vargas advierte que el gobierno se autoevalúa con dos meses no consecutivos, invisibilizando picos relevantes."
79,Armando Vargas,"Nexos / Seguridad, Justicia y Paz",2026,Nexos - Seguridad,,febrero 2026,,Homicidios dolosos medición oficial,Nacional,2026,50.9,"víctimas diarias de homicidio doloso (enero 2026, promedio)","Vargas, A. (2026, 25 de febrero). Homicidios dolosos: mediciones actuales, implicaciones y nuevos debates. Nexos Seguridad.",En enero de 2026 el promedio diario de homicidios dolosos fue de 50.9 víctimas. Vargas señala que el uso de promedios nacionales puede sugerir una reducción homogénea cuando la violencia sigue concentrada en territorios específicos.
80,Armando Vargas,"Nexos / Seguridad, Justicia y Paz",2026,Nexos - Seguridad,,febrero 2026,,Metodología de medición de homicidios,Nacional,2026,42,porcentaje de reducción reportada por gobierno,"Vargas, A. (2026, 25 de febrero). Homicidios dolosos: mediciones actuales, implicaciones y nuevos debates. Nexos Seguridad.","Vargas critica que la reducción del 42% en homicidios reportada por el gobierno compara meses no consecutivos y deja fuera los meses intermedios. En el plano político, este diagnóstico ayuda a construir una narrativa de mejora asociada al inicio del sexenio de Claudia Sheinbaum."
